key,chosen_impact,title,relevance
OH-HB210-Y2019,Healthcare,"Control tuberculosis in child care settings. ","(NLU)'Tuberculosis' => 'Healthcare', 'World Health Organization' => 'Healthcare', 'Mantoux test' => 'None', 'Health care' => 'Healthcare', 'Health' => 'Healthcare'"
OH-HB211-Y2020,Safety,"Obtain title to watercraft or outboard motor left on property. ","(NLU)'Property' => 'None', 'Boat' => 'None', 'Police' => 'Safety', 'Constable' => 'None', 'Title' => 'None'"
OH-HB212-Y2019,Jobs,"Regulate nonbank automated teller machines. ","(NLU)'Automated teller machine' => 'None', 'Automation' => 'Jobs', 'Financial services' => 'None', 'Black-and-white films' => 'Unknown', 'Financial institution' => 'None'"
OH-HB213-Y2019,Safety,"Revise law governing Board of Long-Term Services and Supports. ","(NLU)'Criminal law' => 'None', 'Federal Bureau of Investigation' => 'Safety', 'Public records' => 'None', 'Crime' => 'Safety', 'Law enforcement agency' => 'Safety'"
OH-HB214-Y2019,Healthcare,"Regards prescription drug readers for visually impaired patients. ","(NLU)'Pharmacology' => 'Healthcare', 'Drugs' => 'Healthcare', 'Prison' => 'None', 'Health care' => 'Healthcare', 'Illness' => 'Healthcare'"
OH-HB215-Y2019,Safety,"Modifies Corrections Law, including reentry and GPS monitoring. ","(NLU)'Criminal law' => 'None', 'Crime' => 'Safety', 'Juvenile delinquency' => 'Safety', 'Global Positioning System' => 'Transportation', 'Criminology' => 'Safety'"
OH-HB216-Y2019,Jobs,"Regards employment practices of formula retail and food services. ","(NLU)'Employment' => 'Jobs', 'Wage' => 'Jobs', 'Minimum wage' => 'Jobs', 'Collective bargaining' => 'Jobs', 'Working time' => 'Jobs'"
OH-HB217-Y2019,None,"Allow any person registered w/Sec. of State to solemnize marriage. ","(NLU)'Marriage' => 'None', 'Part' => 'None', 'Federal Communications Commission' => 'None', 'Town' => 'None', 'Will' => 'None'"
OH-HB218-Y2019,Jobs,"Authorize public-private initiatives regarding public facilities. ","(NLU)'Proposals' => 'None', 'Private property' => 'None', 'Proposal' => 'None', 'Business' => 'None', 'Means of production' => 'Jobs'"
OH-HB219-Y2019,Healthcare,"Enacts Sunday Alcohol, Liquor, and Especially Spirits Act. ","(NLU)'Elections' => 'None', 'Election' => 'None', 'General election' => 'None', 'By-election' => 'None', 'Alcoholic beverage' => 'Healthcare'"
OH-HB22-Y2019,Jobs,"Study school building amenities. ","(NLU)'Construction' => 'Jobs', 'School' => 'Education', 'Building' => 'None'"
OH-HB220-Y2019,None,"Permit government to utilize distributed ledger tech/blockchain. ","(NLU)'State' => 'None', 'Political philosophy' => 'None', 'United States House of Representatives' => 'None', 'Government' => 'None', 'Legislature' => 'None'"
OH-HB221-Y2019,Safety,"Enable anonymous wage discrimination complaints. ","(NLU)'Individual rights' => 'Safety', 'Civil and political rights' => 'None', 'Rights' => 'None', 'Toll-free telephone number' => 'None', 'Law' => 'None'"
OH-HB222-Y2020,Transportation,"Credit tax-expenses in training commercial vehicle operator. ","(NLU)'Truck' => 'Transportation', 'Taxation in the United States' => 'None', 'Commercial vehicle' => 'Transportation', 'Earned Income Tax Credit' => 'Jobs', 'Commercial vehicles' => 'Unknown'"
OH-HB223-Y2019,Environment,"Alter setback-wind farms of 5 or more megawatts. ","(NLU)'Wind farm' => 'Environment', 'Wind turbine' => 'Environment', 'Wind power' => 'Environment', 'Floating wind turbine' => 'Environment', 'Capacity factor' => 'None'"
OH-HB224-Y2020,Healthcare,"Regards practice of certified registered nurse anesthetists. ","(NLU)'Registered nurse' => 'Healthcare', 'Nursing' => 'Healthcare', 'Healthcare occupations' => 'Jobs', 'Nurse anesthetist' => 'Healthcare', 'Licensed practical nurse' => 'Healthcare'"
OH-HB225-Y2019,Transportation,"Designate RDML Alene Duerk Memorial Highway. ","(NLU)'New York State Route 25A' => 'Transportation', 'Louisiana' => 'Location', 'Ohio' => 'Location', 'U.S. Route 23' => 'Transportation', 'Connecticut' => 'Location'"
OH-HB226-Y2019,Transportation,"Require vehicle operators check for on-track railroad equipment. ","(NLU)'Level crossing' => 'None', 'At-grade intersection' => 'Transportation', 'Boom barrier' => 'None', 'Traffic light' => 'Transportation', 'Level crossings' => 'None'"
OH-HB227-Y2019,Jobs,"Create ALS Awareness license plate. ","(NLU)'Ohio' => 'Location', 'High school' => 'Education', 'Internal Revenue Code' => 'Jobs', 'Charitable organization' => 'None', 'Non-profit organization' => 'Jobs'"
OH-HB228-Y2019,Jobs,"Allow tax credit for law enforcement official safety equipment. ","(NLU)'Taxation in the United States' => 'None', 'Taxation' => 'None', 'Progressive tax' => 'None', 'Tax' => 'None', 'Income tax' => 'Jobs'"
OH-HB229-Y2019,Jobs,"Prohibit discrimination in rental housing based on income. ","(NLU)'Employment' => 'Jobs', 'Discrimination' => 'Racial', 'Religion' => 'None', 'Age Discrimination in Employment Act' => 'Jobs', 'Recruitment' => 'None'"
OH-HB23-Y2019,Environment,"Allow foreign students-participate in interschool athletics. ","(NLU)'United States' => 'Location', 'U.S. state' => 'None', 'High school' => 'Education', 'State' => 'None', 'Humid subtropical climate' => 'Environment'"
OH-HB230-Y2020,None,"Designate Brain Cancer Awareness Month. ","(NLU)'United States House of Representatives' => 'None', 'United States' => 'Location', 'Thomas Jefferson' => 'None', 'Democratic Party' => 'None', 'United States Senate' => 'None'"
OH-HB231-Y2019,Healthcare,"Enact Allison Rose Suhy Act regarding food allergy training. ","(NLU)'High school' => 'Education', 'Allergy' => 'Healthcare', 'Education' => 'Education', 'Asthma' => 'Healthcare', 'Higher education' => 'Education'"
OH-HB232-Y2019,Safety,"Revise penalties for importuning. ","(NLU)'Criminal law' => 'None', 'Crimes' => 'Safety', 'Inchoate offense' => 'Safety', 'Human sexual behavior' => 'Healthcare', 'Misdemeanor' => 'None'"
OH-HB233-Y2019,Jobs,"Create Ohio Association of Chiefs of Police license plate. ","(NLU)'Ohio' => 'Location', 'High school' => 'Education', 'Internal Revenue Code' => 'Jobs', 'Charitable organization' => 'None', 'Non-profit organization' => 'Jobs'"
OH-HB234-Y2019,Transportation,"Designate Ronald H. Barron Memorial Highway. ","(NLU)'Freeway' => 'Transportation', 'Autobahn' => 'Transportation', 'Interstate Highway System' => 'Transportation', 'Texas' => 'Location', 'Lane' => 'None'"
OH-HB235-Y2019,None,"Designate the sugar cookie as the official cookie of Ohio. ","(NLU)'Legislature' => 'None', 'Ohio' => 'Location', 'Akron, Ohio' => 'Location', 'Midwestern United States' => 'Location', 'Columbus, Ohio' => 'Location'"
OH-HB236-Y2020,Safety,"Add hospital police to the definition of peace officer. ","(NLU)'Crime' => 'Safety', 'Constable' => 'None', 'Police' => 'Safety', 'Misdemeanor' => 'None', 'Health care' => 'Healthcare'"
OH-HB237-Y2019,Healthcare,"Allow spirits to be shipped to consumers via S permit holder. ","(NLU)'Alcoholic beverage' => 'Healthcare', 'Wine' => 'Healthcare', 'Ethanol' => 'Transportation', 'Brandy' => 'None', 'Holder' => 'Unknown'"
OH-HB238-Y2020,Jobs,"Revise whistleblower protection laws. ","(NLU)'Whistleblower' => 'Jobs', 'Report' => 'None', 'Whistleblower Protection Act' => 'Jobs', 'Computer file' => 'None', 'Sergeant' => 'None'"
OH-HB239-Y2020,None,"Reduce end-of-course assessments; require testing work groups. ","(NLU)'High school' => 'Education', 'Assessment' => 'None', 'School district' => 'Education', 'Secondary education' => 'Education', 'High school diploma' => 'Education'"
OH-HB24-Y2019,Safety,"Revise humane society law. ","(NLU)'Dog' => 'None', 'Cruelty to animals' => 'Safety', 'Humane society' => 'Unknown', 'Suffering' => 'Unknown', 'Law enforcement agency' => 'Safety'"
OH-HB240-Y2019,Safety,"Prohibit negligent storage of firearm/crime if minor gains access. ","(NLU)'Law' => 'None', 'Misdemeanor' => 'None', 'Felony' => 'None', 'Criminal law' => 'None', 'Negligence' => 'Safety'"
OH-HB241-Y2019,Transportation,"Designate Veterans Suicide Memorial Mile-I-71 in Warren County. ","(NLU)'Interstate Highway System' => 'Transportation', 'Freeway' => 'Transportation', 'Interstate 10' => 'Transportation', 'Prime number' => 'None', 'Los Angeles County, California' => 'Location'"
OH-HB242-Y2020,Safety,"Authorize use of auxiliary containers. ","(NLU)'Police' => 'Safety', 'Township' => 'None', 'Local government' => 'None', 'Unincorporated area' => 'Safety', 'Constable' => 'None'"
OH-HB243-Y2019,Healthcare,"Require health insurance to cover hearing aids. ","(NLU)'Audiology' => 'Healthcare', 'Health insurance' => 'Healthcare', 'Health economics' => 'Healthcare', 'Coinsurance' => 'None', 'Auditory system' => 'Healthcare'"
OH-HB244-Y2019,None,"Exempt credit services and buyer contracts from time limits. ","(NLU)'Fair Credit Reporting Act' => 'None', 'Credit' => 'None', 'Contract' => 'None', 'Credit score' => 'None', 'Credit rating' => 'None'"
OH-HB245-Y2019,Environment,"Remove deadline for applying for energy project tax exemption. ","(NLU)'Real estate' => 'None', 'Photovoltaics' => 'None', 'Tax' => 'None', 'Tax exemption' => 'None', 'Renewable energy' => 'Environment'"
OH-HB246-Y2019,Environment,"Reform and modernize PUCO and Consumers- Counsel. ","(NLU)'Public utility' => 'Environment', 'Public utilities commission' => 'Environment', 'Public utilities' => 'Environment', 'Akron, Ohio' => 'Location', 'Public' => 'None'"
OH-HB247-Y2019,Environment,"Regards competitive retail electric service law. ","(NLU)'Public utility' => 'Environment', 'Electricity distribution' => 'Environment', 'Renewable energy' => 'Environment', 'World energy resources and consumption' => 'Environment', 'Public utilities' => 'Environment'"
OH-HB248-Y2019,Safety,"Exempt antique firearms from certain weapons control laws. ","(NLU)'Cartridge' => 'None', 'Firearm' => 'Safety', 'Ammunition' => 'Safety', 'Felony' => 'None', 'Police' => 'Safety'"
OH-HB249-Y2019,Safety,"Enable victim to sue university if abused by university doctor. ","(NLU)'Victim' => 'Safety', 'Higher education' => 'Education', 'Michigan State University' => 'Education', 'The Victim' => 'Unknown', 'Land-grant university' => 'Unknown'"
OH-HB25-Y2019,None,"Designate Patrolman Mathew Mazany Memorial Highway. ","(NLU)'Samuel Anders' => 'None', 'John Cavil' => 'None', 'Oregon' => 'Location', 'Legislature' => 'None', 'Ohio' => 'Location'"
OH-HB250-Y2019,Jobs,"Reduce amount certain entities must donate for instant bingo. ","(NLU)'Internal Revenue Code' => 'Jobs', 'Federal government of the United States' => 'None', 'Charitable organization' => 'None', 'Government' => 'None', 'Integers' => 'Unknown'"
OH-HB251-Y2019,None,"Shorten the period of limitations for actions on a contract. ","(NLU)'Pleading' => 'None', 'Contract' => 'None', 'Civil procedure' => 'None'"
OH-HB252-Y2019,Jobs,"Create the Land Reutilization Demolition Program. ","(NLU)'Internal Revenue Code' => 'Jobs', 'Local government' => 'None', 'Real property' => 'None', 'Energy Policy Act of 2005' => 'Environment', 'Corporation' => 'None'"
OH-HB253-Y2020,Safety,"Revise the fireworks law. ","(NLU)'License' => 'None', 'Consumer fireworks' => 'Safety', 'Licensure' => 'None', 'Liability insurance' => 'None', 'Federal Communications Commission' => 'None'"
OH-HB254-Y2019,Jobs,"Create the Harrison Central Huskies license plate. ","(NLU)'Ohio' => 'Location', 'High school' => 'Education', 'Internal Revenue Code' => 'Jobs', 'Charitable organization' => 'None', 'Non-profit organization' => 'Jobs'"
OH-HB255-Y2020,None,"Review and inform about tax exemptions. ","(NLU)'Tax exemption' => 'None', 'Tax' => 'None', 'Taxation' => 'None', 'Public finance' => 'None', 'United States Senate' => 'None'"
OH-HB256-Y2019,Jobs,"Create Liberty Center Local Schools license plate. ","(NLU)'Ohio' => 'Location', 'High school' => 'Education', 'Internal Revenue Code' => 'Jobs', 'Charitable organization' => 'None', 'Non-profit organization' => 'Jobs'"
OH-HB257-Y2019,Transportation,"Designate PFC M. Preston Wheeler Memorial Highway. ","(NLU)'United States House of Representatives' => 'None', 'Ohio' => 'Location', 'Legislature' => 'None', 'Louisiana' => 'Location', 'Road' => 'Transportation'"
OH-HB258-Y2019,Healthcare,"Grant occupational license to those completing apprenticeship. ","(NLU)'Licensure' => 'None', 'Emergency medical services' => 'Healthcare', 'Boiler' => 'None', 'License' => 'None', 'Engineering' => 'Jobs'"
OH-HB259-Y2019,Transportation,"Designate SGT David S. Harris Memorial Highway. ","(NLU)'Road' => 'Transportation', 'Ohio' => 'Location', 'Marion, Ohio' => 'Location', 'United States House of Representatives' => 'None', 'Nevada' => 'Location'"
OH-HB26-Y2019,Transportation,"Designate Col. Donald Blakeslee Memorial Bridge. ","(NLU)'Lake County, Ohio' => 'Location', 'Villages in Ohio' => 'None', 'Grand River' => 'Location', 'Fairport Harbor, Ohio' => 'Location', 'Road' => 'Transportation'"
OH-HB260-Y2019,Environment,"Affects nuclear and renewable energy and energy efficiency. ","(NLU)'Public utility' => 'Environment', 'Renewable energy' => 'Environment', 'Wind power' => 'Environment', 'Electricity distribution' => 'Environment', 'Public utilities' => 'Environment'"
OH-HB261-Y2019,None,"Specify term of Franklin County domestic relations judge. ","(NLU)'Ohio counties' => 'Location', 'Cuyahoga County, Ohio' => 'Location', 'Illinois counties' => 'Location', 'Indiana counties' => 'Location', 'Kentucky counties' => 'Location'"
OH-HB262-Y2019,Jobs,"Create Folds of Honor license plate. ","(NLU)'Ohio' => 'Location', 'High school' => 'Education', 'Charitable organization' => 'None', 'Internal Revenue Code' => 'Jobs', 'School' => 'Education'"
OH-HB263-Y2020,Safety,"Revise occupational license restrictions for former criminals. ","(NLU)'Criminal law' => 'None', 'Criminal record' => 'None', 'Crime' => 'Safety', 'Conviction' => 'None', 'Plea' => 'None'"
OH-HB264-Y2020,Environment,"Refinance loans for water and waste water infrastructure projects. ","(NLU)'Water' => 'Environment', 'Water management' => 'Environment', 'Water resources' => 'Environment', 'Water supply' => 'Environment', 'Wastewater' => 'Environment'"
OH-HB265-Y2019,Healthcare,"Create dementia care certificate. ","(NLU)'Health care' => 'Healthcare', 'Health care provider' => 'Healthcare', 'Healthcare' => 'Healthcare', 'Individual' => 'None', 'Person' => 'None'"
OH-HB266-Y2019,Transportation,"Designate SGT Michael Keith Hamner Memorial Highway. ","(NLU)'United States' => 'Location', 'Freeway' => 'Transportation', 'United States House of Representatives' => 'None', 'Legislature' => 'None', 'Road' => 'Transportation'"
OH-HB267-Y2019,Transportation,"Designate LTC Kevin Sonnenberg Memorial Highway. ","(NLU)'United States House of Representatives' => 'None', 'Legislature' => 'None', 'Louisiana' => 'Location', 'Ohio' => 'Location', 'Road' => 'Transportation'"
OH-HB268-Y2019,Jobs,"Prohibit employer taking adverse action against unvaccinated. ","(NLU)'Religion' => 'None', 'Jurisdiction' => 'None', 'Employment' => 'Jobs', 'United States' => 'Location', 'Pleading' => 'None'"
OH-HB269-Y2019,None,"Address Somali and East African affairs in Ohio. ","(NLU)'United States House of Representatives' => 'None', 'United States Senate' => 'None', 'Member of Parliament' => 'None', 'East Africa' => 'Racial', 'African people' => 'Racial'"
OH-HB27-Y2019,Healthcare,"Modify subdivision liability for negligent operation of vehicle. ","(NLU)'Tort' => 'None', 'Emergency medical services' => 'Healthcare', 'Pleading' => 'None', 'Law' => 'None', 'Tort law' => 'None'"
OH-HB270-Y2020,Jobs,"Enact Unclaimed Funds Reform Act. ","(NLU)'Time deposit' => 'None', 'Money' => 'Jobs', 'Deposit account' => 'None', 'Certificate of deposit' => 'None', 'Property' => 'None'"
OH-HB271-Y2019,Jobs,"Regards smoke detectors in residential premises. ","(NLU)'Building' => 'None', 'Construction' => 'Jobs', 'Fire protection' => 'Safety', 'Smoke' => 'Unknown', 'State' => 'None'"
OH-HB272-Y2020,None,"Expand court jurisdiction to any constitutional basis. ","(NLU)'United States Constitution' => 'None', 'United States' => 'Location', 'Jurisdiction' => 'None', 'U.S. state' => 'None', 'Ohio' => 'Location'"
OH-HB273-Y2019,None,"Permit second publishing of delinquent property tax list online. ","(NLU)'Newspaper' => 'None', 'List' => 'None', 'Land value tax' => 'None', 'Lists' => 'None', 'Tax' => 'None'"
