key,chosen_impact,title,summary,relevance
OH-HB169-Y2019,None,"Require state/local authorities to cooperate on immigration. ","To amend sections and to enact sections of the Revised Code to require state and local authorities to cooperate with the federal government in the enforcement of immigration laws, to sanction those that fail to do so, and to declare an emergency. ","(NLU)'United States' => 'Location', 'Supreme Court of the United States' => 'None', 'Local government' => 'None', 'United States Congress' => 'None', 'Federal government of the United States' => 'None'"
OH-HB17-Y2020,Safety,"Enhance homestead exemption-spouse of killed safety officer. ","To amend sections of the Revised Code to allow an enhanced homestead exemption for surviving spouses of public safety personnel killed in the line of duty. ","(NLU)'Tax' => 'None', 'Taxation in the United States' => 'None', 'Property' => 'None', 'Mobile home' => 'Safety', 'Property tax' => 'None'"
OH-HB170-Y2019,None,"Require Treasurer administer Pay for Success Contracting Program. ","To amend ; to amend, for the purpose of adopting new section numbers as indicated in parentheses, ; and to enact section of the Revised Code; and to amend Section of Am. Sub. H.B. 49 of the 132nd General Assembly to require the Treasurer of State to administer the Pay for Success Contracting Program and to expand the purposes of the Program. ","(NLU)'Contract' => 'None', 'Government agency' => 'None', 'Federal agency' => 'None', 'Contractual term' => 'None', 'Agency' => 'None'"
OH-HB171-Y2019,Transportation,"Designate Trucks Bridge. ","To enact section of the Revised Code to designate the bridge that is part of S.R. 603 in Huron and Richland Counties as _Trucks Bridge._. ","(NLU)'Road' => 'Transportation', 'Legislature' => 'None', 'Michigan' => 'Location', 'Ohio' => 'Location', 'Ontario' => 'Location'"
OH-HB172-Y2019,None,"Regards self-service storage facilities. ","To amend sections of the Revised Code to amend the law regarding self-service storage facilities and private tow-away zones. ","(NLU)'Property' => 'None', 'Real estate' => 'None', 'Property law' => 'None', 'Lien' => 'None', 'Address' => 'None'"
OH-HB173-Y2019,None,"Designate All-American Soap Box Derby official gravity racing. ","To enact section of the Revised Code to designate the All-American Soap Box Derby as the official state gravity racing program. ","(NLU)'Akron, Ohio' => 'Location', 'Ohio' => 'Location', 'United States House of Representatives' => 'None', 'Legislature' => 'None', 'Compiler' => 'None'"
OH-HB174-Y2019,Safety,"Modifies weapons law, including concealed carry changes. ","To amend sections and to enact section of the Revised Code to modify the Weapons Law by renaming a concealed handgun license as a concealed weapons license, allowing a concealed weapons licensee to carry concealed all deadly weapons not otherwise prohibited by law, repealing a notice requirement applicable to licensees stopped for a law enforcement purpose, authorizing expungement of convictions of a violation of that requirement, allowing a person age 21 or older and not prohibited by federal law from firearm possession to carry a concealed deadly weapon without needing a license subject to the same carrying laws as a licensee, and correcting the definition of dangerous ordnance mistakenly resulting from Am. Sub. H.B. 228 of the 132nd General Assembly. ","(NLU)'Firearm' => 'Safety', 'Concealed carry in the United States' => 'Safety', 'Gun politics' => 'Safety', 'Gun laws in the United States' => 'Safety', 'Vermont' => 'Location'"
OH-HB175-Y2019,Jobs,"Exempt from sales tax things used to move completed products. ","To amend section of the Revised Code to exempt from sales and use tax things used primarily to move completed manufactured products or general merchandise. ","(NLU)'Real estate' => 'None', 'Tax exemption' => 'None', 'Real property' => 'None', 'Internal Revenue Code' => 'Jobs', 'Personal property' => 'None'"
OH-HB176-Y2019,None,"Make public certain convention and visitors- bureaus records. ","To amend section of the Revised Code to require certain convention and visitors- bureaus to make available for inspection by the public all meeting minutes, vendor payment information, and financial information. ","(NLU)'Board of directors' => 'None', 'Meetings' => 'None', 'Trustee' => 'None', 'Management' => 'None', 'Fiduciary' => 'None'"
OH-HB177-Y2019,Healthcare,"Regards standard care arrangements and prescribing requirements. ","To amend sections , to enact section and to repeal sections of the Revised Code regarding standard care arrangements entered into by advanced practice registered nurses and collaborating physicians or podiatrists; physician prescribing of schedule II controlled substances from convenience care clinics; and clearances by licensed health professionals of concussed student athletes. ","(NLU)'Nursing' => 'Healthcare', 'Registered nurse' => 'Healthcare', 'Nurse practitioner' => 'Healthcare', 'Health care' => 'Healthcare', 'Healthcare occupations' => 'Jobs'"
OH-HB178-Y2019,Safety,"Modifies weapons law; permit concealed carry without license. ","To amend sections and to enact section of the Revised Code to modify the Weapons Law by renaming a concealed handgun license as a concealed weapons license, allowing a concealed weapons licensee to carry concealed all deadly weapons not otherwise prohibited by law without carrying a concealed weapons license, expanding state preemption of firearms regulation to include all deadly weapons, repealing a notice requirement applicable to licensees stopped for a law enforcement purpose, authorizing expungement of convictions of a violation of that requirement, and allowing a person age 21 or older and not prohibited by law from firearm possession to carry a concealed deadly weapon without needing a license subject to the same carrying laws as a licensee, and to amend the version of section of the Revised Code that is scheduled to take effect on December 28, 2019, to continue the provisions of this act on and after that effective date. ","(NLU)'Firearm' => 'Safety', 'Concealed carry in the United States' => 'Safety', 'Gun politics' => 'Safety', 'Gun laws in the United States' => 'Safety', 'Vermont' => 'Location'"
OH-HB179-Y2019,Jobs,"Exempt small wineries from retail food establishment licensing. ","To amend section of the Revised Code to exempt small wineries from retail food establishment licensure requirements under specific circumstances. ","(NLU)'Food' => 'None', 'Food industry' => 'Jobs', 'Food processing' => 'Jobs', 'Honey' => 'None', 'Apple' => 'Jobs'"
OH-HB18-Y2020,Jobs,"Exempt veterans disability severance pay from income tax. ","To amend sections of the Revised Code to exempt from the income tax disability severance payments received by honorably discharged veterans. ","(NLU)'Income tax in the United States' => 'Jobs', 'Taxation in the United States' => 'None', 'Tax' => 'None', 'Internal Revenue Code' => 'Jobs', 'Tax refund' => 'None'"
OH-HB180-Y2019,Safety,"Prohibit performance in which child simulates sexual activity. ","To amend sections of the Revised Code to prohibit a performance in which a child simulates sexual activity and, if the offender is a D liquor permit holder, to require the court to order the revocation of the permit. ","(NLU)'Plea' => 'None', 'Arraignment' => 'None', 'Crime' => 'Safety', 'Misdemeanor' => 'None', 'Felony' => 'None'"
OH-HB181-Y2019,Healthcare,"Promote use of Ohio agricultural goods in alcoholic beverages. ","To enact section of the Revised Code to authorize the Department of Agriculture to promote the use of Ohio-produced agricultural goods grown for inclusion in beer, cider, or spirituous liquor through promotional programs. ","(NLU)'Alcoholic beverage' => 'Healthcare', 'Computer program' => 'None', 'Agriculture' => 'Jobs', 'Program' => 'None', 'Distilled beverage' => 'Healthcare'"
OH-HB182-Y2019,Healthcare,"Prohibit offering insurance for abortion services. ","To amend sections and to enact sections of the Revised Code to prohibit insurers from offering coverage for abortion services. ","(NLU)'Pregnancy' => 'Healthcare', 'Law enforcement agency' => 'Safety', 'Police' => 'Safety', 'Insurance' => 'None', 'Federal Bureau of Investigation' => 'Safety'"
OH-HB183-Y2019,Jobs,"Allow tax credits to assist beginning farmers. ","To amend section and to enact sections of the Revised Code to temporarily allow income tax credits for beginning farmers who participate in a financial management program and for businesses that sell or rent agricultural land, livestock, facilities, or equipment to beginning farmers. ","(NLU)'Taxation in the United States' => 'None', 'Tax' => 'None', 'Earned Income Tax Credit' => 'Jobs', 'Negative income tax' => 'Jobs', 'Tax credits' => 'None'"
OH-HB184-Y2019,Healthcare,"Regards contraceptives and services for sexual assault victims. ","To amend sections and to enact sections of the Revised Code regarding access to contraceptive drugs and devices, hospital services for victims of sexual assault, and sexual health education in schools. ","(NLU)'Sexually transmitted disease' => 'Healthcare', 'High school' => 'Education', 'Human sexual behavior' => 'Healthcare', 'AIDS' => 'Healthcare', 'Human sexuality' => 'Healthcare'"
OH-HB185-Y2019,Safety,"Require JobsOhio records and meetings to be open to the public. ","To amend sections of the Revised Code to establish that records kept by JobsOhio are public records subject to inspection and copying under Ohio Public Records Law and to require all meetings of the JobsOhio Board of Directors to be open to the public, except when in an executive session. ","(NLU)'Law enforcement agency' => 'Safety', 'Public' => 'None', 'Certified Public Accountant' => 'None', 'Public records' => 'None', 'Public utility' => 'Environment'"
OH-HB186-Y2019,Environment,"Regards rail yard safety, train operations, and road obstruction. ","To amend sections and to enact sections of the Revised Code regarding rail yard walkway safety and illumination, two-person freight train crews, and public roadway obstruction that delays emergency vehicles. ","(NLU)'Level crossing' => 'None', 'Public utility' => 'Environment', 'Rail transport' => 'Transportation', 'Misdemeanor' => 'None', 'Fiscal year' => 'None'"
